,Length,price_clean,cluster
804,5.52,39922.0,0
805,9.0,39900.0,0
806,8.3,39900.0,0
807,8.38,39900.0,0
808,10.85,39900.0,0
809,7.76,40999.0,0
810,5.56,40900.0,0
811,8.8,40800.0,0
812,6.5,40800.0,0
813,5.5,43990.0,0
814,6.65,40687.0,0
815,5.5,40650.0,0
816,5.1,43500.0,0
817,6.8,43800.0,0
819,8.45,40500.0,0
820,6.45,40465.0,0
821,5.7,40410.0,0
822,12.48,299000.0,0
823,6.0,299000.0,0
824,5.94,41900.0,0
825,10.0,41900.0,0
826,5.23,41900.0,0
827,5.99,41900.0,0
828,5.9,41900.0,0
829,5.7,41900.0,0
830,5.56,41900.0,0
831,6.1,41900.0,0
832,6.7,41890.0,0
833,8.0,41884.0,0
834,6.15,44900.0,0
835,6.0,41766.0,0
836,7.23,41666.0,0
837,5.7,45000.0,0
838,7.76,45000.0,0
839,7.47,45000.0,0
840,5.52,42500.0,0
841,12.5,42500.0,0
842,8.0,42500.0,0
843,7.88,42499.0,0
844,6.2,45900.0,0
845,6.65,42402.0,0
846,7.0,42300.0,0
847,8.2,42300.0,0
848,5.73,45700.0,0
849,5.99,42270.0,0
850,6.66,42200.0,0
851,7.23,42165.0,0
852,7.15,46517.0,0
853,6.88,46500.0,0
854,12.0,43000.0,0
855,6.7,43000.0,0
856,6.99,43000.0,0
857,9.85,43000.0,0
858,8.95,43000.0,0
859,5.23,43000.0,0
860,7.92,43000.0,0
861,6.97,43000.0,0
862,9.76,43000.0,0
863,8.1,43000.0,0
864,9.68,43000.0,0
865,7.34,43000.0,0
866,8.95,43000.0,0
867,10.2,43000.0,0
868,6.58,44000.0,0
869,9.83,44000.0,0
870,6.98,44000.0,0
871,7.48,44000.0,0
872,7.48,44000.0,0
873,8.5,44000.0,0
874,6.48,44000.0,0
875,9.18,44000.0,0
876,9.0,44000.0,0
877,7.7,44000.0,0
878,6.0,44000.0,0
879,7.64,44000.0,0
880,6.48,43999.0,0
881,6.55,47500.0,0
882,6.23,43904.0,0
883,6.63,44900.0,0
884,6.4,44900.0,0
885,6.35,44900.0,0
886,9.15,44900.0,0
887,5.7,44900.0,0
888,8.13,44900.0,0
889,6.8,44900.0,0
890,9.7,44900.0,0
891,7.39,44900.0,0
892,7.39,44900.0,0
893,9.0,48500.0,0
894,6.65,48500.0,0
895,7.05,44839.0,0
896,14.5,44800.0,0
897,9.5,44800.0,0
898,7.44,45000.0,0
899,8.04,45000.0,0
900,6.1,45000.0,0
901,8.23,45000.0,0
902,11.25,45000.0,0
903,9.54,45000.0,0
904,8.79,45000.0,0
905,8.12,45000.0,0
906,8.58,45000.0,0
907,11.4,45000.0,0
908,6.4,45000.0,0
909,10.3,45000.0,0
910,7.25,45000.0,0
911,6.92,45000.0,0
912,6.1,45000.0,0
913,6.86,45000.0,0
914,8.9,49000.0,0
915,13.0,49000.0,0
916,5.75,48900.0,0
917,7.66,48500.0,0
918,6.0,48500.0,0
919,6.45,48790.0,0
920,10.0,335000.0,0
921,9.6,335000.0,0
922,9.92,45000.0,0
923,9.86,45000.0,0
924,8.0,45000.0,0
925,11.0,45000.0,0
926,9.3,45000.0,0
927,9.5,45000.0,0
928,8.54,45000.0,0
929,6.98,49990.0,0
930,5.7,49968.0,0
931,6.48,46200.0,0
932,5.3,49900.0,0
933,5.7,49900.0,0
934,6.64,49900.0,0
935,8.85,49900.0,0
936,6.1,49900.0,0
937,10.8,49900.0,0
938,6.48,46070.0,0
939,8.05,49800.0,0
940,8.8,46000.0,0
941,7.39,46000.0,0
942,11.02,46000.0,0
943,7.25,46000.0,0
944,7.07,46000.0,0
945,6.99,47100.0,0
946,6.4,50900.0,0
947,10.0,350000.0,0
948,9.14,47000.0,0
949,8.5,47000.0,0
950,7.62,47000.0,0
951,8.73,47000.0,0
952,9.28,47000.0,0
953,8.95,47000.0,0
954,9.02,47000.0,0
955,6.31,47000.0,0
956,9.25,47000.0,0
957,7.45,46955.0,0
958,10.0,46950.0,0
959,6.55,349000.0,0
960,11.98,48000.0,0
961,9.5,48000.0,0
962,13.55,48000.0,0
963,10.5,48000.0,0
964,10.22,48000.0,0
965,8.5,48000.0,0
966,8.78,48000.0,0
967,8.84,48000.0,0
968,7.74,48000.0,0
969,8.8,48000.0,0
970,5.74,48000.0,0
971,8.95,48000.0,0
972,9.54,48000.0,0
973,8.3,48000.0,0
974,8.0,48000.0,0
975,8.25,48000.0,0
976,9.5,49000.0,0
977,8.9,49000.0,0
978,11.4,49000.0,0
979,7.48,49000.0,0
980,6.95,49000.0,0
981,8.4,49000.0,0
982,7.92,49000.0,0
983,9.5,49000.0,0
984,7.99,49000.0,0
985,12.5,49000.0,0
986,9.5,49000.0,0
987,7.48,49000.0,0
988,9.17,49000.0,0
989,8.4,49000.0,0
990,19.9,49000.0,1
991,10.0,49000.0,0
992,7.12,49000.0,0
993,10.9,49500.0,0
994,10.9,49500.0,0
995,7.65,49500.0,0
996,10.5,49500.0,0
997,7.46,49499.0,0
998,8.23,49490.0,0
999,9.0,49450.0,0
1004,10.0,49300.0,0
1005,7.28,49300.0,0
1006,6.95,49900.0,0
1007,7.64,49900.0,0
1008,5.4,49900.0,0
1009,5.2,49900.0,0
1010,5.6,49900.0,0
1011,6.5,49900.0,0
1012,7.48,49900.0,0
1013,6.35,49890.0,0
1014,5.99,53920.0,0
1015,6.6,53900.0,0
1016,5.94,49850.0,0
1017,5.97,49850.0,0
1018,10.0,49800.0,0
1019,8.56,49800.0,0
1020,8.12,49800.0,0
1021,6.4,50000.0,0
1022,29.7,50000.0,1
1023,6.6,50000.0,0
1024,12.33,50000.0,0
1025,8.0,49999.0,0
1026,5.97,49999.0,0
1027,6.52,49999.0,0
1028,8.8,49999.0,0
1029,12.3,49995.0,0
1030,10.5,49990.0,0
1031,7.46,49980.0,0
1032,5.99,49950.0,0
1033,8.17,49950.0,0
1034,7.26,49950.0,0
1035,7.48,49949.0,0
1036,6.96,50652.0,0
1037,6.25,50590.0,0
1038,7.23,50570.0,0
1039,5.94,50460.0,0
1041,10.4,375000.0,0
1042,6.9,50337.0,0
1043,6.71,50310.0,0
1044,7.98,50200.0,0
1045,6.86,50200.0,0
1046,8.23,50199.0,0
1047,7.15,54086.0,0
1048,8.3,50000.0,0
1049,11.7,50000.0,0
1050,13.23,50000.0,0
1051,9.78,50000.0,0
1052,7.23,56270.0,0
1053,6.77,52000.0,0
1054,8.84,52000.0,0
1055,11.98,52000.0,0
1056,9.8,52000.0,0
1057,10.86,52000.0,0
1058,8.79,52000.0,0
1059,9.8,52000.0,0
1060,13.5,52000.0,0
1061,11.37,52000.0,0
1062,8.5,52000.0,0
1063,13.8,52000.0,0
1064,7.5,52000.0,0
1065,8.84,52000.0,0
1066,9.8,52000.0,0
1067,10.85,52000.0,0
1068,7.6,58100.0,0
1070,7.4,58000.0,0
1071,7.26,53648.0,0
1072,6.0,399000.0,0
1073,7.6,57500.0,0
1074,5.99,53565.0,0
1075,8.0,57900.0,0
1076,9.0,53500.0,0
1077,6.48,53499.0,0
1078,6.55,57690.0,0
1079,6.99,53100.0,0
1080,10.34,395000.0,0
